"acc","accuracy","average_response_time","avg_rt","background","canvas_backend","clock_backend","color_backend","compensation","condition","coordinates","correct","correct_instructions1","correct_instructions2","correct_instructions3","correct_instructions4","correct_keyboard_response","correct_response","correct_stim","count_ISI","count_block_one","count_block_two","count_break","count_experiment","count_fixation","count_instructions1","count_instructions2","count_instructions3","count_instructions4","count_keyboard_response","count_logger","count_new_inline_javascript","count_stim","count_trial_sequence","datetime","description","disable_garbage_collection","experiment_file","experiment_path","false_response","font_bold","font_family","font_italic","font_size","font_underline","foreground","form_clicks","fullscreen","height","keyboard_backend","live_row","live_row_block_one","logfile","mouse_backend","opensesame_codename","opensesame_version","repeat_cycle","response","response_break","response_instructions1","response_instructions2","response_instructions3","response_instructions4","response_keyboard_response","response_stim","response_time","response_time_break","response_time_instructions1","response_time_instructions2","response_time_instructions3","response_time_instructions4","response_time_keyboard_response","response_time_stim","round_decimals","sampler_backend","sound_buf_size","sound_channels","sound_freq","sound_sample_size","start","stim","subject_nr","subject_parity","time_ISI","time_block_one","time_block_two","time_break","time_experiment","time_fixation","time_instructions1","time_instructions2","time_instructions3","time_instructions4","time_keyboard_response","time_logger","time_new_inline_javascript","time_stim","time_trial_sequence","title","total_correct","total_response_time","total_responses","true_false","true_response","uniform_coordinates","width"
"0","0","1000.0384615384615","1000.0384615384615","black","legacy","legacy","legacy","0","P2","uniform","0","undefined","undefined","undefined","undefined","0","[true_response]","1","51","0","0","0","0","51","0","0","0","0","51","51","0","51","51","Wed Nov 17 08:47:24 2021","The main experiment item","yes","Sentence_verification.osexp","/Users/ethan/Documents/GitHub/OpenSesame/SentenceVerification","z","no","mono","no","18","no","white","no","no","768","legacy","51","51","/Users/ethan/Documents/GitHub/OpenSesame/SentenceVerification/subject-0.csv","legacy","Lentiform Loewenfeld","3.3.11a1","0","None","NA","space","space","space","space","None","m","1000","NA","5252","9317","10221","5171","1000","1658","2","legacy","1024","2","48000","-16","experiment","A lieutenant can talk.","0","even","195768","32704","NA","NA","2596","195264","2701","7982","17308","27533","195968","196968","2695","193602","193598","Sentence_verification","0","52002","52","TRUE","m","yes","1024"
"0","0","1000.0377358490566","1000.0377358490566","black","legacy","legacy","legacy","0","PO","uniform","0","undefined","undefined","undefined","undefined","0","[true_response]","1","52","0","0","0","0","52","0","0","0","0","52","52","0","52","52","Wed Nov 17 08:47:24 2021","The main experiment item","yes","Sentence_verification.osexp","/Users/ethan/Documents/GitHub/OpenSesame/SentenceVerification","z","no","mono","no","18","no","white","no","no","768","legacy","52","52","/Users/ethan/Documents/GitHub/OpenSesame/SentenceVerification/subject-0.csv","legacy","Lentiform Loewenfeld","3.3.11a1","0","None","NA","space","space","space","space","None","m","1000","NA","5252","9317","10221","5171","1000","1426","2","legacy","1024","2","48000","-16","experiment","Football has goals. ","0","even","198963","32704","NA","NA","2596","198460","2701","7982","17308","27533","199163","200163","2695","197029","197025","Sentence_verification","0","53002","53","TRUE","m","yes","1024"
"0","0","1000.0370370370371","1000.0370370370371","black","legacy","legacy","legacy","0","PO","uniform","0","undefined","undefined","undefined","undefined","0","[false_response]","1","53","0","0","0","0","53","0","0","0","0","53","53","0","53","53","Wed Nov 17 08:47:24 2021","The main experiment item","yes","Sentence_verification.osexp","/Users/ethan/Documents/GitHub/OpenSesame/SentenceVerification","z","no","mono","no","18","no","white","no","no","768","legacy","53","53","/Users/ethan/Documents/GitHub/OpenSesame/SentenceVerification/subject-0.csv","legacy","Lentiform Loewenfeld","3.3.11a1","0","None","NA","space","space","space","space","None","z","1000","NA","5252","9317","10221","5171","1000","1733","2","legacy","1024","2","48000","-16","experiment","Polyester is grown.","0","even","202463","32704","NA","NA","2596","201960","2701","7982","17308","27533","202664","203664","2695","200217","200213","Sentence_verification","0","54002","54","FALSE","m","yes","1024"
"0","0","1000.0363636363636","1000.0363636363636","black","legacy","legacy","legacy","0","SO","uniform","0","undefined","undefined","undefined","undefined","0","[true_response]","1","54","0","0","0","0","54","0","0","0","0","54","54","0","54","54","Wed Nov 17 08:47:24 2021","The main experiment item","yes","Sentence_verification.osexp","/Users/ethan/Documents/GitHub/OpenSesame/SentenceVerification","z","no","mono","no","18","no","white","no","no","768","legacy","54","54","/Users/ethan/Documents/GitHub/OpenSesame/SentenceVerification/subject-0.csv","legacy","Lentiform Loewenfeld","3.3.11a1","0","None","NA","space","space","space","space","None","m","1000","NA","5252","9317","10221","5171","1000","1057","2","legacy","1024","2","48000","-16","experiment","A sailboat is a sailboat.","0","even","205279","32704","NA","NA","2596","204775","2701","7982","17308","27533","205479","206479","2695","203714","203711","Sentence_verification","0","55002","55","TRUE","m","yes","1024"
"0","0","1000.0357142857143","1000.0357142857143","black","legacy","legacy","legacy","0","PO","uniform","0","undefined","undefined","undefined","undefined","0","[true_response]","1","55","0","0","0","0","55","0","0","0","0","55","55","0","55","55","Wed Nov 17 08:47:24 2021","The main experiment item","yes","Sentence_verification.osexp","/Users/ethan/Documents/GitHub/OpenSesame/SentenceVerification","z","no","mono","no","18","no","white","no","no","768","legacy","55","55","/Users/ethan/Documents/GitHub/OpenSesame/SentenceVerification/subject-0.csv","legacy","Lentiform Loewenfeld","3.3.11a1","0","None","NA","space","space","space","space","None","m","1000","NA","5252","9317","10221","5171","1000","1250","2","legacy","1024","2","48000","-16","experiment","San Francisco has fog. ","0","even","208294","32704","NA","NA","2596","207790","2701","7982","17308","27533","208494","209494","2695","206535","206530","Sentence_verification","0","56002","56","TRUE","m","yes","1024"
"0","0","1000.0350877192982","1000.0350877192982","black","legacy","legacy","legacy","0","P1","uniform","0","undefined","undefined","undefined","undefined","0","[true_response]","1","56","0","0","0","0","56","0","0","0","0","56","56","0","56","56","Wed Nov 17 08:47:24 2021","The main experiment item","yes","Sentence_verification.osexp","/Users/ethan/Documents/GitHub/OpenSesame/SentenceVerification","z","no","mono","no","18","no","white","no","no","768","legacy","56","56","/Users/ethan/Documents/GitHub/OpenSesame/SentenceVerification/subject-0.csv","legacy","Lentiform Loewenfeld","3.3.11a1","0","None","NA","space","space","space","space","None","m","1000","NA","5252","9317","10221","5171","1000","1159","2","legacy","1024","2","48000","-16","experiment","Basketball has rules. ","0","even","211219","32704","NA","NA","2596","210715","2701","7982","17308","27533","211419","212419","2695","209551","209547","Sentence_verification","0","57002","57","TRUE","m","yes","1024"
"0","0","1000.0344827586207","1000.0344827586207","black","legacy","legacy","legacy","0","S1","uniform","0","undefined","undefined","undefined","undefined","0","[false_response]","1","57","0","0","0","0","57","0","0","0","0","57","57","0","57","57","Wed Nov 17 08:47:24 2021","The main experiment item","yes","Sentence_verification.osexp","/Users/ethan/Documents/GitHub/OpenSesame/SentenceVerification","z","no","mono","no","18","no","white","no","no","768","legacy","57","57","/Users/ethan/Documents/GitHub/OpenSesame/SentenceVerification/subject-0.csv","legacy","Lentiform Loewenfeld","3.3.11a1","0","None","NA","space","space","space","space","None","z","1000","NA","5252","9317","10221","5171","1000","1469","2","legacy","1024","2","48000","-16","experiment","A zinnia is a mammal.","0","even","214459","32704","NA","NA","2596","213955","2701","7982","17308","27533","214659","215659","2695","212481","212477","Sentence_verification","0","58002","58","FALSE","m","yes","1024"
"0","0","1000.0338983050848","1000.0338983050848","black","legacy","legacy","legacy","0","S1","uniform","0","undefined","undefined","undefined","undefined","0","[false_response]","1","58","0","0","0","0","58","0","0","0","0","58","58","0","58","58","Wed Nov 17 08:47:24 2021","The main experiment item","yes","Sentence_verification.osexp","/Users/ethan/Documents/GitHub/OpenSesame/SentenceVerification","z","no","mono","no","18","no","white","no","no","768","legacy","58","58","/Users/ethan/Documents/GitHub/OpenSesame/SentenceVerification/subject-0.csv","legacy","Lentiform Loewenfeld","3.3.11a1","0","None","NA","space","space","space","space","None","z","1000","NA","5252","9317","10221","5171","1000","1324","2","legacy","1024","2","48000","-16","experiment","A mockingbird is a snake.","0","even","217549","32704","NA","NA","2596","217045","2701","7982","17308","27533","217749","218749","2695","215716","215711","Sentence_verification","0","59002","59","FALSE","m","yes","1024"
"0","0","1000.0333333333333","1000.0333333333333","black","legacy","legacy","legacy","0","S2","uniform","0","undefined","undefined","undefined","undefined","0","[false_response]","1","59","0","0","0","0","59","0","0","0","0","59","59","0","59","59","Wed Nov 17 08:47:24 2021","The main experiment item","yes","Sentence_verification.osexp","/Users/ethan/Documents/GitHub/OpenSesame/SentenceVerification","z","no","mono","no","18","no","white","no","no","768","legacy","59","59","/Users/ethan/Documents/GitHub/OpenSesame/SentenceVerification/subject-0.csv","legacy","Lentiform Loewenfeld","3.3.11a1","0","None","NA","space","space","space","space","None","z","1000","NA","5252","9317","10221","5171","1000","1089","2","legacy","1024","2","48000","-16","experiment","A general is a monkey.","0","even","220399","32704","NA","NA","2596","219895","2701","7982","17308","27533","220599","221599","2695","218802","218798","Sentence_verification","0","60002","60","FALSE","m","yes","1024"
"0","0","1000.0327868852459","1000.0327868852459","black","legacy","legacy","legacy","0","PO","uniform","0","undefined","undefined","undefined","undefined","0","[false_response]","1","60","0","0","0","0","60","0","0","0","0","60","60","0","60","60","Wed Nov 17 08:47:24 2021","The main experiment item","yes","Sentence_verification.osexp","/Users/ethan/Documents/GitHub/OpenSesame/SentenceVerification","z","no","mono","no","18","no","white","no","no","768","legacy","60","60","/Users/ethan/Documents/GitHub/OpenSesame/SentenceVerification/subject-0.csv","legacy","Lentiform Loewenfeld","3.3.11a1","0","None","NA","space","space","space","space","None","z","1000","NA","5252","9317","10221","5171","1000","1133","2","legacy","1024","2","48000","-16","experiment","Fudge is sour.","0","even","223293","32704","NA","NA","2596","222790","2701","7982","17308","27533","223494","224494","2695","221652","221648","Sentence_verification","0","61002","61","FALSE","m","yes","1024"
"0","0","1000.0322580645161","1000.0322580645161","black","legacy","legacy","legacy","0","S1","uniform","0","undefined","undefined","undefined","undefined","0","[false_response]","0","61","0","0","0","0","61","0","0","0","0","61","61","0","61","61","Wed Nov 17 08:47:24 2021","The main experiment item","yes","Sentence_verification.osexp","/Users/ethan/Documents/GitHub/OpenSesame/SentenceVerification","z","no","mono","no","18","no","white","no","no","768","legacy","61","61","/Users/ethan/Documents/GitHub/OpenSesame/SentenceVerification/subject-0.csv","legacy","Lentiform Loewenfeld","3.3.11a1","0","None","NA","space","space","space","space","None","m","1000","NA","5252","9317","10221","5171","1000","801","2","legacy","1024","2","48000","-16","experiment","Peru is a city.","0","even","225859","32704","NA","NA","2596","225355","2701","7982","17308","27533","226059","227059","2695","224549","224544","Sentence_verification","0","62002","62","FALSE","m","yes","1024"
"0","0","1000.031746031746","1000.031746031746","black","legacy","legacy","legacy","0","P1","uniform","0","undefined","undefined","undefined","undefined","0","[true_response]","1","62","0","0","0","0","62","0","0","0","0","62","62","0","62","62","Wed Nov 17 08:47:24 2021","The main experiment item","yes","Sentence_verification.osexp","/Users/ethan/Documents/GitHub/OpenSesame/SentenceVerification","z","no","mono","no","18","no","white","no","no","768","legacy","62","62","/Users/ethan/Documents/GitHub/OpenSesame/SentenceVerification/subject-0.csv","legacy","Lentiform Loewenfeld","3.3.11a1","0","None","NA","space","space","space","space","None","m","1000","NA","5252","9317","10221","5171","1000","2826","2","legacy","1024","2","48000","-16","experiment","A violet has a stem. ","0","even","230449","32704","NA","NA","2596","229945","2701","7982","17308","27533","230649","231649","2695","227114","227109","Sentence_verification","0","63002","63","TRUE","m","yes","1024"
"0","0","1000.03125","1000.03125","black","legacy","legacy","legacy","0","SO","uniform","0","undefined","undefined","undefined","undefined","0","[true_response]","1","63","0","0","0","0","63","0","0","0","0","63","63","0","63","63","Wed Nov 17 08:47:24 2021","The main experiment item","yes","Sentence_verification.osexp","/Users/ethan/Documents/GitHub/OpenSesame/SentenceVerification","z","no","mono","no","18","no","white","no","no","768","legacy","63","63","/Users/ethan/Documents/GitHub/OpenSesame/SentenceVerification/subject-0.csv","legacy","Lentiform Loewenfeld","3.3.11a1","0","None","NA","space","space","space","space","None","m","1000","NA","5252","9317","10221","5171","1000","771","2","legacy","1024","2","48000","-16","experiment","England is England.","0","even","232985","32704","NA","NA","2596","232480","2701","7982","17308","27533","233185","234185","2695","231704","231700","Sentence_verification","0","64002","64","TRUE","m","yes","1024"
"0","0","1000.0307692307692","1000.0307692307692","black","legacy","legacy","legacy","0","P2","uniform","0","undefined","undefined","undefined","undefined","0","[true_response]","0","64","0","0","0","0","64","0","0","0","0","64","64","0","64","64","Wed Nov 17 08:47:24 2021","The main experiment item","yes","Sentence_verification.osexp","/Users/ethan/Documents/GitHub/OpenSesame/SentenceVerification","z","no","mono","no","18","no","white","no","no","768","legacy","64","64","/Users/ethan/Documents/GitHub/OpenSesame/SentenceVerification/subject-0.csv","legacy","Lentiform Loewenfeld","3.3.11a1","0","None","NA","space","space","space","space","None","z","1000","NA","5252","9317","10221","5171","1000","951","2","legacy","1024","2","48000","-16","experiment","A birch has seeds.","0","even","235701","32704","NA","NA","2596","235195","2701","7982","17308","27533","235901","236901","2695","234240","234235","Sentence_verification","0","65002","65","TRUE","m","yes","1024"
"0","0","1000.030303030303","1000.030303030303","black","legacy","legacy","legacy","0","PO","uniform","0","undefined","undefined","undefined","undefined","0","[false_response]","1","65","0","0","0","0","65","0","0","0","0","65","65","0","65","65","Wed Nov 17 08:47:24 2021","The main experiment item","yes","Sentence_verification.osexp","/Users/ethan/Documents/GitHub/OpenSesame/SentenceVerification","z","no","mono","no","18","no","white","no","no","768","legacy","65","65","/Users/ethan/Documents/GitHub/OpenSesame/SentenceVerification/subject-0.csv","legacy","Lentiform Loewenfeld","3.3.11a1","0","None","NA","space","space","space","space","None","z","1000","NA","5252","9317","10221","5171","1000","1256","2","legacy","1024","2","48000","-16","experiment","A rose has bark.","0","even","238728","32704","NA","NA","2596","238224","2701","7982","17308","27533","238928","239928","2695","236964","236958","Sentence_verification","0","66002","66","FALSE","m","yes","1024"
"0","0","1000.0298507462686","1000.0298507462686","black","legacy","legacy","legacy","0","S1","uniform","0","undefined","undefined","undefined","undefined","0","[false_response]","0","66","0","0","0","0","66","0","0","0","0","66","66","0","66","66","Wed Nov 17 08:47:24 2021","The main experiment item","yes","Sentence_verification.osexp","/Users/ethan/Documents/GitHub/OpenSesame/SentenceVerification","z","no","mono","no","18","no","white","no","no","768","legacy","66","66","/Users/ethan/Documents/GitHub/OpenSesame/SentenceVerification/subject-0.csv","legacy","Lentiform Loewenfeld","3.3.11a1","0","None","NA","space","space","space","space","None","m","1000","NA","5252","9317","10221","5171","1000","1268","2","legacy","1024","2","48000","-16","experiment","Aarhus is a region.","0","even","241759","32704","NA","NA","2596","241255","2701","7982","17308","27533","241959","242959","2695","239983","239979","Sentence_verification","0","67002","67","FALSE","m","yes","1024"
"0","0","1000.0294117647059","1000.0294117647059","black","legacy","legacy","legacy","0","SO","uniform","0","undefined","undefined","undefined","undefined","0","[false_response]","1","67","0","0","0","0","67","0","0","0","0","67","67","0","67","67","Wed Nov 17 08:47:24 2021","The main experiment item","yes","Sentence_verification.osexp","/Users/ethan/Documents/GitHub/OpenSesame/SentenceVerification","z","no","mono","no","18","no","white","no","no","768","legacy","67","67","/Users/ethan/Documents/GitHub/OpenSesame/SentenceVerification/subject-0.csv","legacy","Lentiform Loewenfeld","3.3.11a1","0","None","NA","space","space","space","space","None","z","1000","NA","5252","9317","10221","5171","1000","3682","2","legacy","1024","2","48000","-16","experiment","Caramel is cotton candy.","0","even","247205","32704","NA","NA","2596","246701","2701","7982","17308","27533","247405","248405","2695","243014","243009","Sentence_verification","0","68002","68","FALSE","m","yes","1024"
"0","0","1000.0289855072464","1000.0289855072464","black","legacy","legacy","legacy","0","P1","uniform","0","undefined","undefined","undefined","undefined","0","[false_response]","1","68","0","0","0","0","68","0","0","0","0","68","68","0","68","68","Wed Nov 17 08:47:24 2021","The main experiment item","yes","Sentence_verification.osexp","/Users/ethan/Documents/GitHub/OpenSesame/SentenceVerification","z","no","mono","no","18","no","white","no","no","768","legacy","68","68","/Users/ethan/Documents/GitHub/OpenSesame/SentenceVerification/subject-0.csv","legacy","Lentiform Loewenfeld","3.3.11a1","0","None","NA","space","space","space","space","None","z","1000","NA","5252","9317","10221","5171","1000","1133","2","legacy","1024","2","48000","-16","experiment","London has pig farms.","0","even","250114","32704","NA","NA","2596","249610","2701","7982","17308","27533","250314","251314","2695","248472","248468","Sentence_verification","0","69002","69","FALSE","m","yes","1024"
"0","0","1000.0285714285715","1000.0285714285715","black","legacy","legacy","legacy","0","SO","uniform","0","undefined","undefined","undefined","undefined","0","[false_response]","1","69","0","0","0","0","69","0","0","0","0","69","69","0","69","69","Wed Nov 17 08:47:24 2021","The main experiment item","yes","Sentence_verification.osexp","/Users/ethan/Documents/GitHub/OpenSesame/SentenceVerification","z","no","mono","no","18","no","white","no","no","768","legacy","69","69","/Users/ethan/Documents/GitHub/OpenSesame/SentenceVerification/subject-0.csv","legacy","Lentiform Loewenfeld","3.3.11a1","0","None","NA","space","space","space","space","None","z","1000","NA","5252","9317","10221","5171","1000","1424","2","legacy","1024","2","48000","-16","experiment","An apple is an orange.","0","even","253309","32704","NA","NA","2596","252805","2701","7982","17308","27533","253509","254509","2695","251376","251372","Sentence_verification","0","70002","70","FALSE","m","yes","1024"
"0","0","1000.0281690140845","1000.0281690140845","black","legacy","legacy","legacy","0","P1","uniform","0","undefined","undefined","undefined","undefined","0","[true_response]","1","70","0","0","0","0","70","0","0","0","0","70","70","0","70","70","Wed Nov 17 08:47:24 2021","The main experiment item","yes","Sentence_verification.osexp","/Users/ethan/Documents/GitHub/OpenSesame/SentenceVerification","z","no","mono","no","18","no","white","no","no","768","legacy","70","70","/Users/ethan/Documents/GitHub/OpenSesame/SentenceVerification/subject-0.csv","legacy","Lentiform Loewenfeld","3.3.11a1","0","None","NA","space","space","space","space","None","m","1000","NA","5252","9317","10221","5171","1000","1200","2","legacy","1024","2","48000","-16","experiment","Pittsburg has people. ","0","even","256279","32704","NA","NA","2596","255775","2701","7982","17308","27533","256479","257479","2695","254570","254566","Sentence_verification","0","71002","71","TRUE","m","yes","1024"
"0","0","1000.0277777777778","1000.0277777777778","black","legacy","legacy","legacy","0","S1","uniform","0","undefined","undefined","undefined","undefined","0","[false_response]","1","71","0","0","0","0","71","0","0","0","0","71","71","0","71","71","Wed Nov 17 08:47:24 2021","The main experiment item","yes","Sentence_verification.osexp","/Users/ethan/Documents/GitHub/OpenSesame/SentenceVerification","z","no","mono","no","18","no","white","no","no","768","legacy","71","71","/Users/ethan/Documents/GitHub/OpenSesame/SentenceVerification/subject-0.csv","legacy","Lentiform Loewenfeld","3.3.11a1","0","None","NA","space","space","space","space","None","z","1000","NA","5252","9317","10221","5171","1000","997","2","legacy","1024","2","48000","-16","experiment","A submarine is a car.","0","even","259040","32704","NA","NA","2596","258536","2701","7982","17308","27533","259240","260240","2695","257534","257530","Sentence_verification","0","72002","72","FALSE","m","yes","1024"
"0","0","1000.027397260274","1000.027397260274","black","legacy","legacy","legacy","0","P1","uniform","0","undefined","undefined","undefined","undefined","0","[true_response]","0","72","0","0","0","0","72","0","0","0","0","72","72","0","72","72","Wed Nov 17 08:47:24 2021","The main experiment item","yes","Sentence_verification.osexp","/Users/ethan/Documents/GitHub/OpenSesame/SentenceVerification","z","no","mono","no","18","no","white","no","no","768","legacy","72","72","/Users/ethan/Documents/GitHub/OpenSesame/SentenceVerification/subject-0.csv","legacy","Lentiform Loewenfeld","3.3.11a1","0","None","NA","space","space","space","space","None","z","1000","NA","5252","9317","10221","5171","1000","1465","2","legacy","1024","2","48000","-16","experiment","A shark has gills. ","0","even","262285","32704","NA","NA","2596","261776","2701","7982","17308","27533","262485","263485","2695","260306","260302","Sentence_verification","0","73002","73","TRUE","m","yes","1024"
"0","0","1000.027027027027","1000.027027027027","black","legacy","legacy","legacy","0","S1","uniform","0","undefined","undefined","undefined","undefined","0","[true_response]","1","73","0","0","0","0","73","0","0","0","0","73","73","0","73","73","Wed Nov 17 08:47:24 2021","The main experiment item","yes","Sentence_verification.osexp","/Users/ethan/Documents/GitHub/OpenSesame/SentenceVerification","z","no","mono","no","18","no","white","no","no","768","legacy","73","73","/Users/ethan/Documents/GitHub/OpenSesame/SentenceVerification/subject-0.csv","legacy","Lentiform Loewenfeld","3.3.11a1","0","None","NA","space","space","space","space","None","m","1000","NA","5252","9317","10221","5171","1000","2949","2","legacy","1024","2","48000","-16","experiment","Velvet is a fabric.","0","even","267007","32704","NA","NA","2596","266501","2701","7982","17308","27533","267207","268207","2695","263547","263542","Sentence_verification","0","74002","74","TRUE","m","yes","1024"
"0","0","1000.0266666666666","1000.0266666666666","black","legacy","legacy","legacy","0","SO","uniform","0","undefined","undefined","undefined","undefined","0","[true_response]","1","74","0","0","0","0","74","0","0","0","0","74","74","0","74","74","Wed Nov 17 08:47:24 2021","The main experiment item","yes","Sentence_verification.osexp","/Users/ethan/Documents/GitHub/OpenSesame/SentenceVerification","z","no","mono","no","18","no","white","no","no","768","legacy","74","74","/Users/ethan/Documents/GitHub/OpenSesame/SentenceVerification/subject-0.csv","legacy","Lentiform Loewenfeld","3.3.11a1","0","None","NA","space","space","space","space","None","m","1000","NA","5252","9317","10221","5171","1000","891","2","legacy","1024","2","48000","-16","experiment","Licorice is licorice. ","0","even","269659","32704","NA","NA","2596","269155","2701","7982","17308","27533","269860","270860","2695","268260","268256","Sentence_verification","0","75002","75","TRUE","m","yes","1024"
"0","0","1000.0263157894736","1000.0263157894736","black","legacy","legacy","legacy","0","S1","uniform","0","undefined","undefined","undefined","undefined","0","[false_response]","1","75","0","0","0","0","75","0","0","0","0","75","75","0","75","75","Wed Nov 17 08:47:24 2021","The main experiment item","yes","Sentence_verification.osexp","/Users/ethan/Documents/GitHub/OpenSesame/SentenceVerification","z","no","mono","no","18","no","white","no","no","768","legacy","75","75","/Users/ethan/Documents/GitHub/OpenSesame/SentenceVerification/subject-0.csv","legacy","Lentiform Loewenfeld","3.3.11a1","0","None","NA","space","space","space","space","None","z","1000","NA","5252","9317","10221","5171","1000","1305","2","legacy","1024","2","48000","-16","experiment","A catfish is a whale.","0","even","272734","32704","NA","NA","2596","272230","2701","7982","17308","27533","272934","273934","2695","270921","270917","Sentence_verification","0","76002","76","FALSE","m","yes","1024"
"0","0","1000.025974025974","1000.025974025974","black","legacy","legacy","legacy","0","P1","uniform","0","undefined","undefined","undefined","undefined","0","[false_response]","1","76","0","0","0","0","76","0","0","0","0","76","76","0","76","76","Wed Nov 17 08:47:24 2021","The main experiment item","yes","Sentence_verification.osexp","/Users/ethan/Documents/GitHub/OpenSesame/SentenceVerification","z","no","mono","no","18","no","white","no","no","768","legacy","76","76","/Users/ethan/Documents/GitHub/OpenSesame/SentenceVerification/subject-0.csv","legacy","Lentiform Loewenfeld","3.3.11a1","0","None","NA","space","space","space","space","None","z","1000","NA","5252","9317","10221","5171","1000","1605","2","legacy","1024","2","48000","-16","experiment","Ping Pong has baskets.","0","even","276114","32704","NA","NA","2596","275610","2701","7982","17308","27533","276314","277314","2695","273996","273992","Sentence_verification","0","77002","77","FALSE","m","yes","1024"
"0","0","1000.025641025641","1000.025641025641","black","legacy","legacy","legacy","0","PO","uniform","0","undefined","undefined","undefined","undefined","0","[false_response]","1","77","0","0","0","0","77","0","0","0","0","77","77","0","77","77","Wed Nov 17 08:47:24 2021","The main experiment item","yes","Sentence_verification.osexp","/Users/ethan/Documents/GitHub/OpenSesame/SentenceVerification","z","no","mono","no","18","no","white","no","no","768","legacy","77","77","/Users/ethan/Documents/GitHub/OpenSesame/SentenceVerification/subject-0.csv","legacy","Lentiform Loewenfeld","3.3.11a1","0","None","NA","space","space","space","space","None","z","1000","NA","5252","9317","10221","5171","1000","1781","2","legacy","1024","2","48000","-16","experiment","A berry is large.","0","even","279665","32704","NA","NA","2596","279161","2701","7982","17308","27533","279865","280865","2695","277375","277370","Sentence_verification","0","78002","78","FALSE","m","yes","1024"
"0","0","1000.0253164556962","1000.0253164556962","black","legacy","legacy","legacy","0","P1","uniform","0","undefined","undefined","undefined","undefined","0","[false_response]","1","78","0","0","0","0","78","0","0","0","0","78","78","0","78","78","Wed Nov 17 08:47:24 2021","The main experiment item","yes","Sentence_verification.osexp","/Users/ethan/Documents/GitHub/OpenSesame/SentenceVerification","z","no","mono","no","18","no","white","no","no","768","legacy","78","78","/Users/ethan/Documents/GitHub/OpenSesame/SentenceVerification/subject-0.csv","legacy","Lentiform Loewenfeld","3.3.11a1","0","None","NA","space","space","space","space","None","z","1000","NA","5252","9317","10221","5171","1000","3878","2","legacy","1024","2","48000","-16","experiment","Japan has Biden.","0","even","285305","32704","NA","NA","2596","284801","2701","7982","17308","27533","285505","286505","2695","280918","280914","Sentence_verification","0","79002","79","FALSE","m","yes","1024"
"0","0","1000.025","1000.025","black","legacy","legacy","legacy","0","PO","uniform","0","undefined","undefined","undefined","undefined","0","[true_response]","1","79","0","0","0","0","79","0","0","0","0","79","79","0","79","79","Wed Nov 17 08:47:24 2021","The main experiment item","yes","Sentence_verification.osexp","/Users/ethan/Documents/GitHub/OpenSesame/SentenceVerification","z","no","mono","no","18","no","white","no","no","768","legacy","79","79","/Users/ethan/Documents/GitHub/OpenSesame/SentenceVerification/subject-0.csv","legacy","Lentiform Loewenfeld","3.3.11a1","0","None","NA","space","space","space","space","None","m","1000","NA","5252","9317","10221","5171","1000","1816","2","legacy","1024","2","48000","-16","experiment","A salmon is pink. ","0","even","288890","32704","NA","NA","2596","288386","2701","7982","17308","27533","289090","290090","2695","286565","286560","Sentence_verification","0","80002","80","TRUE","m","yes","1024"
"0","0","1000.0246913580247","1000.0246913580247","black","legacy","legacy","legacy","0","S2","uniform","0","undefined","undefined","undefined","undefined","0","[true_response]","1","80","0","0","0","0","80","0","0","0","0","80","80","0","80","80","Wed Nov 17 08:47:24 2021","The main experiment item","yes","Sentence_verification.osexp","/Users/ethan/Documents/GitHub/OpenSesame/SentenceVerification","z","no","mono","no","18","no","white","no","no","768","legacy","80","80","/Users/ethan/Documents/GitHub/OpenSesame/SentenceVerification/subject-0.csv","legacy","Lentiform Loewenfeld","3.3.11a1","0","None","NA","space","space","space","space","None","m","1000","NA","5252","9317","10221","5171","1000","2677","2","legacy","1024","2","48000","-16","experiment","Vermouth is liquid.","0","even","293330","32704","NA","NA","2596","292825","2701","7982","17308","27533","293530","294530","2695","290144","290140","Sentence_verification","0","81002","81","TRUE","m","yes","1024"
"0","0","1000.0243902439024","1000.0243902439024","black","legacy","legacy","legacy","0","S1","uniform","0","undefined","undefined","undefined","undefined","0","[true_response]","1","81","0","0","0","0","81","0","0","0","0","81","81","0","81","81","Wed Nov 17 08:47:24 2021","The main experiment item","yes","Sentence_verification.osexp","/Users/ethan/Documents/GitHub/OpenSesame/SentenceVerification","z","no","mono","no","18","no","white","no","no","768","legacy","81","81","/Users/ethan/Documents/GitHub/OpenSesame/SentenceVerification/subject-0.csv","legacy","Lentiform Loewenfeld","3.3.11a1","0","None","NA","space","space","space","space","None","m","1000","NA","5252","9317","10221","5171","1000","1117","2","legacy","1024","2","48000","-16","experiment","A trout is a fish.","0","even","296210","32704","NA","NA","2596","295706","2701","7982","17308","27533","296410","297410","2695","294585","294581","Sentence_verification","0","82002","82","TRUE","m","yes","1024"
